Velocity,Mass,Thrust,Drag
254.232,15.483,0,216.312
253.995,15.483,0,215.781
253.758,15.483,0,215.254
253.521,15.483,0,214.729
253.284,15.483,0,214.194
253.048,15.483,0,213.662
252.811,15.483,0,213.134
252.574,15.483,0,212.606
252.338,15.483,0,212.078
252.102,15.483,0,211.551
251.866,15.483,0,211.022
251.63,15.483,0,210.49
251.395,15.483,0,209.957
251.16,15.483,0,209.423
250.926,15.483,0,208.896
250.692,15.483,0,208.372
250.459,15.483,0,207.851
250.227,15.483,0,207.335
249.995,15.483,0,206.824
249.764,15.483,0,206.31
249.534,15.483,0,205.801
249.304,15.483,0,205.297
249.075,15.483,0,204.798
248.847,15.483,0,204.302
248.619,15.483,0,203.798
248.391,15.483,0,203.295
248.164,15.483,0,202.794
247.938,15.483,0,202.294
247.711,15.483,0,201.793
247.485,15.483,0,201.289
247.26,15.483,0,200.785
247.034,15.483,0,200.282
246.809,15.483,0,199.778
246.584,15.483,0,199.278
246.36,15.483,0,198.791
246.135,15.483,0,198.306
245.911,15.483,0,197.822
245.687,15.483,0,197.339
245.463,15.483,0,196.856
245.239,15.483,0,196.353
245.016,15.483,0,195.856
244.792,15.483,0,195.363
244.568,15.483,0,194.876
244.345,15.483,0,194.394
244.121,15.483,0,193.927
243.898,15.483,0,193.462
243.675,15.483,0,192.997
243.452,15.483,0,192.533
243.229,15.483,0,192.07
243.006,15.483,0,191.602
242.784,15.483,0,191.135
242.562,15.483,0,190.668
242.341,15.483,0,190.201
242.12,15.483,0,189.734
241.899,15.483,0,189.267
241.678,15.483,0,188.801
241.458,15.483,0,188.336
241.238,15.483,0,187.873
241.019,15.483,0,187.412
240.8,15.483,0,186.96
240.582,15.483,0,186.511
240.365,15.483,0,186.065
240.147,15.483,0,185.623
239.931,15.483,0,185.186
239.714,15.483,0,184.769
239.499,15.483,0,184.357
239.284,15.483,0,183.947
239.069,15.483,0,183.54
238.855,15.483,0,183.136
238.641,15.483,0,182.743
238.428,15.483,0,182.35
238.215,15.483,0,181.955
238.002,15.483,0,181.559
237.79,15.483,0,181.157
237.578,15.483,0,180.733
237.366,15.483,0,180.308
237.154,15.483,0,179.881
236.943,15.483,0,179.455
236.731,15.483,0,179.028
236.52,15.483,0,178.59
236.308,15.483,0,178.157
236.097,15.483,0,177.731
235.885,15.483,0,177.311
235.673,15.483,0,176.898
235.461,15.483,0,176.48
235.249,15.483,0,176.071
235.037,15.483,0,175.669
234.824,15.483,0,175.272
234.612,15.483,0,174.877
234.399,15.483,0,174.492
234.187,15.483,0,174.103
233.975,15.483,0,173.711
233.763,15.483,0,173.316
233.551,15.483,0,172.918
233.34,15.483,0,172.515
233.129,15.483,0,172.109
232.919,15.483,0,171.702
232.709,15.483,0,171.295
232.499,15.483,0,170.888
232.29,15.483,0,170.478
232.082,15.483,0,170.069
231.874,15.483,0,169.663
231.666,15.483,0,169.26
231.459,15.483,0,168.86
231.253,15.483,0,168.468
231.047,15.483,0,168.079
230.841,15.483,0,167.695
230.636,15.483,0,167.315
230.432,15.483,0,166.938
230.228,15.483,0,166.563
230.024,15.483,0,166.19
229.821,15.483,0,165.817
229.618,15.483,0,165.445
229.415,15.483,0,165.071
229.213,15.483,0,164.686
229.011,15.483,0,164.3
228.81,15.483,0,163.914
228.608,15.483,0,163.526
228.407,15.483,0,163.139
228.205,15.483,0,162.756
228.004,15.483,0,162.374
227.803,15.483,0,161.992
227.602,15.483,0,161.612
227.402,15.483,0,161.235
227.201,15.483,0,160.868
227.001,15.483,0,160.504
226.8,15.483,0,160.141
226.6,15.483,0,159.78
226.399,15.483,0,159.419
226.199,15.483,0,159.049
225.999,15.483,0,158.682
225.799,15.483,0,158.318
225.599,15.483,0,157.958
225.398,15.483,0,157.601
225.198,15.483,0,157.259
224.999,15.483,0,156.917
224.799,15.483,0,156.576
224.599,15.483,0,156.235
224.4,15.483,0,155.892
224.201,15.483,0,155.534
224.003,15.483,0,155.176
223.804,15.483,0,154.819
223.605,15.483,0,154.462
223.407,15.483,0,154.105
223.209,15.483,0,153.747
223.011,15.483,0,153.39
222.814,15.483,0,153.032
222.616,15.483,0,152.675
222.419,15.483,0,152.318
222.223,15.483,0,151.967
222.026,15.483,0,151.616
221.831,15.483,0,151.268
221.635,15.483,0,150.922
221.44,15.483,0,150.579
221.245,15.483,0,150.241
221.051,15.483,0,149.906
220.857,15.483,0,149.574
220.664,15.483,0,149.245
220.471,15.483,0,148.919
220.278,15.483,0,148.611
220.086,15.483,0,148.305
219.894,15.483,0,148.002
219.702,15.483,0,147.699
219.511,15.483,0,147.397
219.32,15.483,0,147.101
219.13,15.483,0,146.803
218.94,15.483,0,146.503
218.75,15.483,0,146.201
218.56,15.483,0,145.897
218.371,15.483,0,145.592
218.181,15.483,0,145.284
217.992,15.483,0,144.974
217.803,15.483,0,144.662
217.614,15.483,0,144.347
217.425,15.483,0,144.012
217.236,15.483,0,143.68
217.047,15.483,0,143.352
216.858,15.483,0,143.029
216.669,15.483,0,142.711
216.48,15.483,0,142.406
216.291,15.483,0,142.104
216.101,15.483,0,141.807
215.912,15.483,0,141.514
215.722,15.483,0,141.223
215.533,15.483,0,140.926
215.343,15.483,0,140.633
215.153,15.483,0,140.343
214.963,15.483,0,140.054
214.773,15.483,0,139.764
214.583,15.483,0,139.472
214.392,15.483,0,139.177
214.202,15.483,0,138.881
214.012,15.483,0,138.58
213.822,15.483,0,138.275
213.632,15.483,0,137.964
213.443,15.483,0,137.649
213.253,15.483,0,137.331
213.065,15.483,0,137.011
212.876,15.483,0,136.689
212.689,15.483,0,136.365
212.501,15.483,0,136.042
212.315,15.483,0,135.721
212.128,15.483,0,135.402
211.942,15.483,0,135.087
211.757,15.483,0,134.778
211.572,15.483,0,134.475
211.388,15.483,0,134.177
211.204,15.483,0,133.885
211.021,15.483,0,133.598
210.838,15.483,0,133.316
210.655,15.483,0,133.038
210.473,15.483,0,132.763
210.292,15.483,0,132.489
210.11,15.483,0,132.219
209.929,15.483,0,131.972
209.749,15.483,0,131.725
209.568,15.483,0,131.476
209.389,15.483,0,131.225
209.209,15.483,0,130.969
209.03,15.483,0,130.704
208.85,15.483,0,130.434
208.671,15.483,0,130.159
208.492,15.483,0,129.878
208.314,15.483,0,129.592
208.135,15.483,0,129.299
207.956,15.483,0,129.003
207.778,15.483,0,128.706
207.599,15.483,0,128.41
207.42,15.483,0,128.115
207.242,15.483,0,127.824
207.063,15.483,0,127.537
206.884,15.483,0,127.255
206.705,15.483,0,126.978
206.526,15.483,0,126.709
206.347,15.483,0,126.447
206.167,15.483,0,126.191
205.988,15.483,0,125.94
205.808,15.483,0,125.692
205.628,15.483,0,125.448
205.448,15.483,0,125.209
205.268,15.483,0,124.969
205.089,15.483,0,124.73
204.909,15.483,0,124.489
204.729,15.483,0,124.246
204.549,15.483,0,123.997
204.369,15.483,0,123.747
204.19,15.483,0,123.494
204.01,15.483,0,123.238
203.83,15.483,0,122.98
203.651,15.483,0,122.72
203.472,15.483,0,122.457
203.293,15.483,0,122.193
203.115,15.483,0,121.928
202.937,15.483,0,121.663
202.759,15.483,0,121.394
202.582,15.483,0,121.126
202.405,15.483,0,120.859
202.228,15.483,0,120.593
202.052,15.483,0,120.329
201.876,15.483,0,120.071
201.701,15.483,0,119.817
201.526,15.483,0,119.567
201.351,15.483,0,119.32
201.177,15.483,0,119.077
201.004,15.483,0,118.834
200.83,15.483,0,118.592
200.657,15.483,0,118.353
200.485,15.483,0,118.115
200.312,15.483,0,117.879
200.14,15.483,0,117.649
199.968,15.483,0,117.419
199.797,15.483,0,117.189
199.626,15.483,0,116.958
199.455,15.483,0,116.724
199.284,15.483,0,116.481
199.113,15.483,0,116.236
198.943,15.483,0,115.989
198.772,15.483,0,115.741
198.602,15.483,0,115.491
198.431,15.483,0,115.232
198.261,15.483,0,114.974
198.091,15.483,0,114.717
197.921,15.483,0,114.461
197.75,15.483,0,114.208
197.58,15.483,0,113.972
197.41,15.483,0,113.738
197.24,15.483,0,113.504
197.069,15.483,0,113.272
196.899,15.483,0,113.039
196.729,15.483,0,112.791
196.558,15.483,0,112.548
196.388,15.483,0,112.309
196.217,15.483,0,112.074
196.047,15.483,0,111.842
195.876,15.483,0,111.618
195.705,15.483,0,111.394
195.534,15.483,0,111.17
195.363,15.483,0,110.946
195.193,15.483,0,110.72
195.022,15.483,0,110.487
194.851,15.483,0,110.254
194.68,15.483,0,110.021
194.509,15.483,0,109.785
194.338,15.483,0,109.548
194.168,15.483,0,109.31
193.997,15.483,0,109.071
193.827,15.483,0,108.832
193.658,15.483,0,108.592
193.488,15.483,0,108.353
193.32,15.483,0,108.115
193.151,15.483,0,107.879
192.983,15.483,0,107.645
192.815,15.483,0,107.415
192.648,15.483,0,107.187
192.481,15.483,0,106.949
192.315,15.483,0,106.712
192.148,15.483,0,106.476
191.982,15.483,0,106.242
191.816,15.483,0,106.012
191.651,15.483,0,105.802
191.486,15.483,0,105.596
191.321,15.483,0,105.393
191.157,15.483,0,105.193
190.992,15.483,0,104.991
190.828,15.483,0,104.763
190.665,15.483,0,104.534
190.501,15.483,0,104.304
190.338,15.483,0,104.073
190.174,15.483,0,103.846
190.011,15.483,0,103.652
189.848,15.483,0,103.458
189.686,15.483,0,103.263
189.523,15.483,0,103.066
189.361,15.483,0,102.869
189.199,15.483,0,102.672
189.037,15.483,0,102.473
188.875,15.483,0,102.273
188.713,15.483,0,102.07
188.552,15.483,0,101.862
188.39,15.483,0,101.62
188.228,15.483,0,101.38
188.067,15.483,0,101.143
187.905,15.483,0,100.909
187.743,15.483,0,100.683
187.581,15.483,0,100.481
187.419,15.483,0,100.281
187.257,15.483,0,100.082
187.096,15.483,0,99.884
186.934,15.483,0,99.687
186.772,15.483,0,99.484
186.61,15.483,0,99.284
186.448,15.483,0,99.086
186.286,15.483,0,98.89
186.124,15.483,0,98.695
185.961,15.483,0,98.499
185.799,15.483,0,98.304
185.637,15.483,0,98.11
185.474,15.483,0,97.916
185.312,15.483,0,97.722
185.149,15.483,0,97.527
184.987,15.483,0,97.332
184.824,15.483,0,97.134
184.662,15.483,0,96.935
184.499,15.483,0,96.733
184.337,15.483,0,96.529
184.175,15.483,0,96.323
184.013,15.483,0,96.115
183.852,15.483,0,95.905
183.69,15.483,0,95.694
183.529,15.483,0,95.483
183.368,15.483,0,95.272
183.208,15.483,0,95.062
183.048,15.483,0,94.852
182.888,15.483,0,94.645
182.728,15.483,0,94.437
182.569,15.483,0,94.232
182.41,15.483,0,94.029
182.252,15.483,0,93.828
182.093,15.483,0,93.631
181.936,15.483,0,93.445
181.778,15.483,0,93.263
181.621,15.483,0,93.084
181.464,15.483,0,92.909
181.307,15.483,0,92.737
181.151,15.483,0,92.565
180.995,15.483,0,92.394
180.84,15.483,0,92.224
180.684,15.483,0,92.053
180.529,15.483,0,91.884
180.374,15.483,0,91.732
180.219,15.483,0,91.578
180.065,15.483,0,91.423
179.911,15.483,0,91.265
179.756,15.483,0,91.102
179.602,15.483,0,90.916
179.449,15.483,0,90.727
179.295,15.483,0,90.535
179.141,15.483,0,90.34
178.987,15.483,0,90.144
178.834,15.483,0,89.948
178.68,15.483,0,89.751
178.526,15.483,0,89.555
178.373,15.483,0,89.358
178.219,15.483,0,89.162
178.065,15.483,0,88.961
177.911,15.483,0,88.764
177.757,15.483,0,88.57
177.603,15.483,0,88.381
177.449,15.483,0,88.196
177.295,15.483,0,88.022
177.14,15.483,0,87.851
176.986,15.483,0,87.683
176.831,15.483,0,87.517
176.676,15.483,0,87.354
176.522,15.483,0,87.191
176.367,15.483,0,87.03
176.212,15.483,0,86.87
176.056,15.483,0,86.71
175.901,15.483,0,86.55
175.746,15.483,0,86.39
175.591,15.483,0,86.229
175.435,15.483,0,86.066
175.28,15.483,0,85.902
175.125,15.483,0,85.736
174.969,15.483,0,85.568
174.814,15.483,0,85.398
174.659,15.483,0,85.225
174.504,15.483,0,85.051
174.349,15.483,0,84.875
174.195,15.483,0,84.7
174.041,15.483,0,84.524
173.887,15.483,0,84.349
173.734,15.483,0,84.176
173.581,15.483,0,84.004
173.428,15.483,0,83.825
173.275,15.483,0,83.647
173.123,15.483,0,83.47
172.971,15.483,0,83.294
172.819,15.483,0,83.119
172.667,15.483,0,82.947
172.516,15.483,0,82.776
172.365,15.483,0,82.606
172.214,15.483,0,82.438
172.064,15.483,0,82.271
171.914,15.483,0,82.098
171.763,15.483,0,81.926
171.614,15.483,0,81.754
171.464,15.483,0,81.583
171.314,15.483,0,81.412
171.165,15.483,0,81.24
171.016,15.483,0,81.068
170.867,15.483,0,80.897
170.718,15.483,0,80.727
170.569,15.483,0,80.558
170.42,15.483,0,80.404
170.272,15.483,0,80.251
170.124,15.483,0,80.097
169.975,15.483,0,79.944
169.828,15.483,0,79.79
169.68,15.483,0,79.626
169.532,15.483,0,79.463
169.384,15.483,0,79.298
169.237,15.483,0,79.134
169.09,15.483,0,78.969
168.942,15.483,0,78.811
168.795,15.483,0,78.652
168.648,15.483,0,78.493
168.501,15.483,0,78.334
168.354,15.483,0,78.173
168.207,15.483,0,77.999
168.06,15.483,0,77.827
167.913,15.483,0,77.656
167.765,15.483,0,77.486
167.618,15.483,0,77.317
167.471,15.483,0,77.145
167.324,15.483,0,76.976
167.177,15.483,0,76.809
167.029,15.483,0,76.645
166.882,15.483,0,76.484
166.734,15.483,0,76.336
166.587,15.483,0,76.187
166.439,15.483,0,76.039
166.292,15.483,0,75.891
166.145,15.483,0,75.743
165.998,15.483,0,75.595
165.851,15.483,0,75.447
165.704,15.483,0,75.299
165.557,15.483,0,75.151
165.411,15.483,0,75.004
165.264,15.483,0,74.858
165.118,15.483,0,74.713
164.972,15.483,0,74.569
164.825,15.483,0,74.425
164.68,15.483,0,74.28
164.534,15.483,0,74.127
164.388,15.483,0,73.974
164.243,15.483,0,73.822
164.097,15.483,0,73.669
163.952,15.483,0,73.517
163.806,15.483,0,73.368
163.661,15.483,0,73.22
163.516,15.483,0,73.071
163.371,15.483,0,72.923
163.226,15.483,0,72.776
163.081,15.483,0,72.628
162.937,15.483,0,72.481
162.792,15.483,0,72.334
162.648,15.483,0,72.187
162.504,15.483,0,72.04
162.36,15.483,0,71.881
162.216,15.483,0,71.723
162.072,15.483,0,71.565
161.928,15.483,0,71.408
161.784,15.483,0,71.254
161.64,15.483,0,71.115
161.497,15.483,0,70.978
161.353,15.483,0,70.841
161.21,15.483,0,70.706
161.067,15.483,0,70.571
160.924,15.483,0,70.429
160.781,15.483,0,70.287
160.639,15.483,0,70.146
160.496,15.483,0,70.005
160.354,15.483,0,69.864
160.212,15.483,0,69.714
160.07,15.483,0,69.565
159.928,15.483,0,69.416
159.786,15.483,0,69.267
159.644,15.483,0,69.119
159.502,15.483,0,68.973
159.36,15.483,0,68.827
159.218,15.483,0,68.682
159.076,15.483,0,68.537
158.935,15.483,0,68.394
158.793,15.483,0,68.265
158.652,15.483,0,68.136
158.511,15.483,0,68.008
158.37,15.483,0,67.881
158.229,15.483,0,67.753
158.088,15.483,0,67.618
157.948,15.483,0,67.484
157.807,15.483,0,67.349
157.667,15.483,0,67.215
157.526,15.483,0,67.08
157.386,15.483,0,66.942
157.246,15.483,0,66.804
157.105,15.483,0,66.666
156.965,15.483,0,66.528
156.825,15.483,0,66.391
156.685,15.483,0,66.257
156.545,15.483,0,66.123
156.405,15.483,0,65.989
156.265,15.483,0,65.855
156.125,15.483,0,65.72
155.986,15.483,0,65.57
155.846,15.483,0,65.422
155.706,15.483,0,65.276
155.566,15.483,0,65.132
155.426,15.483,0,64.992
155.285,15.483,0,64.864
155.145,15.483,0,64.737
155.006,15.483,0,64.61
154.866,15.483,0,64.482
154.726,15.483,0,64.356
154.587,15.483,0,64.228
154.447,15.483,0,64.101
154.308,15.483,0,63.975
154.169,15.483,0,63.848
154.03,15.483,0,63.722
153.891,15.483,0,63.59
153.752,15.483,0,63.458
153.613,15.483,0,63.327
153.474,15.483,0,63.196
153.335,15.483,0,63.064
153.197,15.483,0,62.933
153.058,15.483,0,62.801
152.92,15.483,0,62.669
152.782,15.483,0,62.538
152.643,15.483,0,62.407
152.505,15.483,0,62.282
152.367,15.483,0,62.158
152.229,15.483,0,62.033
152.091,15.483,0,61.91
151.954,15.483,0,61.786
151.816,15.483,0,61.658
151.679,15.483,0,61.531
151.542,15.483,0,61.404
151.404,15.483,0,61.277
151.267,15.483,0,61.152
151.13,15.483,0,61.035
150.994,15.483,0,60.92
150.857,15.483,0,60.806
150.721,15.483,0,60.692
150.584,15.483,0,60.579
150.448,15.483,0,60.46
150.312,15.483,0,60.341
150.176,15.483,0,60.223
150.041,15.483,0,60.105
149.905,15.483,0,59.987
149.769,15.483,0,59.872
149.634,15.483,0,59.757
149.499,15.483,0,59.642
149.363,15.483,0,59.528
149.228,15.483,0,59.412
149.093,15.483,0,59.292
148.958,15.483,0,59.172
148.823,15.483,0,59.052
148.688,15.483,0,58.932
148.553,15.483,0,58.813
148.419,15.483,0,58.701
148.284,15.483,0,58.589
148.149,15.483,0,58.477
148.015,15.483,0,58.365
147.88,15.483,0,58.254
147.746,15.483,0,58.143
147.612,15.483,0,58.033
147.477,15.483,0,57.923
147.343,15.483,0,57.813
147.209,15.483,0,57.701
147.075,15.483,0,57.569
146.941,15.483,0,57.438
146.806,15.483,0,57.31
146.672,15.483,0,57.183
146.537,15.483,0,57.061
146.403,15.483,0,56.955
146.268,15.483,0,56.849
146.134,15.483,0,56.743
146,15.483,0,56.638
145.865,15.483,0,56.53
145.731,15.483,0,56.406
145.597,15.483,0,56.284
145.462,15.483,0,56.164
145.328,15.483,0,56.046
145.193,15.483,0,55.93
145.058,15.483,0,55.82
144.923,15.483,0,55.709
144.788,15.483,0,55.598
144.654,15.483,0,55.486
144.519,15.483,0,55.374
144.384,15.483,0,55.26
144.249,15.483,0,55.145
144.115,15.483,0,55.03
143.98,15.483,0,54.914
143.845,15.483,0,54.798
143.711,15.483,0,54.682
143.576,15.483,0,54.565
143.442,15.483,0,54.448
143.307,15.483,0,54.331
143.173,15.483,0,54.212
143.039,15.483,0,54.093
142.905,15.483,0,53.973
142.772,15.483,0,53.852
142.638,15.483,0,53.732
142.505,15.483,0,53.611
142.371,15.483,0,53.49
142.238,15.483,0,53.369
142.105,15.483,0,53.248
141.972,15.483,0,53.128
141.84,15.483,0,53.01
141.707,15.483,0,52.909
141.575,15.483,0,52.815
141.444,15.483,0,52.727
141.312,15.483,0,52.646
141.181,15.483,0,52.567
141.051,15.483,0,52.456
140.92,15.483,0,52.346
140.789,15.483,0,52.237
140.659,15.483,0,52.127
140.529,15.483,0,52.019
140.399,15.483,0,51.932
140.269,15.483,0,51.846
140.139,15.483,0,51.76
140.01,15.483,0,51.675
139.88,15.483,0,51.585
139.751,15.483,0,51.459
139.622,15.483,0,51.333
139.493,15.483,0,51.206
139.363,15.483,0,51.079
139.234,15.483,0,50.955
139.105,15.483,0,50.849
138.976,15.483,0,50.742
138.847,15.483,0,50.635
138.718,15.483,0,50.527
138.589,15.483,0,50.418
138.46,15.483,0,50.3
138.331,15.483,0,50.181
138.202,15.483,0,50.064
138.073,15.483,0,49.946
137.943,15.483,0,49.833
137.814,15.483,0,49.741
137.686,15.483,0,49.649
137.557,15.483,0,49.557
137.428,15.483,0,49.465
137.299,15.483,0,49.373
137.171,15.483,0,49.272
137.042,15.483,0,49.171
136.913,15.483,0,49.07
136.785,15.483,0,48.969
136.656,15.483,0,48.868
136.528,15.483,0,48.761
136.399,15.483,0,48.655
136.27,15.483,0,48.55
136.142,15.483,0,48.446
136.013,15.483,0,48.343
135.884,15.483,0,48.242
135.755,15.483,0,48.142
135.626,15.483,0,48.043
135.498,15.483,0,47.945
135.369,15.483,0,47.847
135.24,15.483,0,47.755
135.111,15.483,0,47.662
134.982,15.483,0,47.569
134.853,15.483,0,47.477
134.725,15.483,0,47.384
134.596,15.483,0,47.286
134.467,15.483,0,47.188
134.338,15.483,0,47.091
134.209,15.483,0,46.994
134.08,15.483,0,46.897
133.951,15.483,0,46.799
133.822,15.483,0,46.701
133.693,15.483,0,46.603
133.564,15.483,0,46.506
133.435,15.483,0,46.408
133.306,15.483,0,46.312
133.176,15.483,0,46.215
133.048,15.483,0,46.117
132.919,15.483,0,46.019
132.79,15.483,0,45.92
132.661,15.483,0,45.819
132.533,15.483,0,45.718
132.404,15.483,0,45.616
132.276,15.483,0,45.513
132.147,15.483,0,45.41
132.019,15.483,0,45.309
131.891,15.483,0,45.208
131.763,15.483,0,45.108
131.635,15.483,0,45.008
131.507,15.483,0,44.908
131.38,15.483,0,44.805
131.253,15.483,0,44.701
131.125,15.483,0,44.598
130.998,15.483,0,44.494
130.871,15.483,0,44.391
130.744,15.483,0,44.289
130.618,15.483,0,44.186
130.491,15.483,0,44.085
130.365,15.483,0,43.983
130.238,15.483,0,43.883
130.112,15.483,0,43.79
129.986,15.483,0,43.698
129.86,15.483,0,43.607
129.735,15.483,0,43.518
129.609,15.483,0,43.43
129.484,15.483,0,43.344
129.359,15.483,0,43.259
129.234,15.483,0,43.176
129.109,15.483,0,43.093
128.985,15.483,0,43.012
128.86,15.483,0,42.931
128.736,15.483,0,42.852
128.612,15.483,0,42.773
128.488,15.483,0,42.694
128.364,15.483,0,42.614
128.24,15.483,0,42.526
128.116,15.483,0,42.438
127.992,15.483,0,42.35
127.869,15.483,0,42.261
127.745,15.483,0,42.173
127.622,15.483,0,42.097
127.499,15.483,0,42.022
127.376,15.483,0,41.945
127.252,15.483,0,41.868
127.129,15.483,0,41.79
127.007,15.483,0,41.712
126.884,15.483,0,41.632
126.761,15.483,0,41.552
126.638,15.483,0,41.471
126.516,15.483,0,41.386
126.393,15.483,0,41.281
126.27,15.483,0,41.176
126.148,15.483,0,41.071
126.025,15.483,0,40.966
125.902,15.483,0,40.862
125.779,15.483,0,40.758
125.657,15.483,0,40.656
125.534,15.483,0,40.555
125.411,15.483,0,40.455
125.288,15.483,0,40.358
125.165,15.483,0,40.275
125.041,15.483,0,40.193
124.918,15.483,0,40.111
124.795,15.483,0,40.029
124.672,15.483,0,39.947
124.549,15.483,0,39.852
124.426,15.483,0,39.759
124.303,15.483,0,39.669
124.179,15.483,0,39.581
124.056,15.483,0,39.495
123.932,15.483,0,39.412
123.808,15.483,0,39.331
123.684,15.483,0,39.251
123.56,15.483,0,39.172
123.436,15.483,0,39.093
123.312,15.483,0,39.016
123.188,15.483,0,38.939
123.063,15.483,0,38.862
122.939,15.483,0,38.786
122.814,15.483,0,38.71
122.69,15.483,0,38.632
122.565,15.483,0,38.552
122.441,15.483,0,38.472
122.317,15.483,0,38.392
122.192,15.483,0,38.31
122.068,15.483,0,38.228
121.944,15.483,0,38.146
121.82,15.483,0,38.062
121.696,15.483,0,37.978
121.572,15.483,0,37.893
121.448,15.483,0,37.807
121.324,15.483,0,37.72
121.2,15.483,0,37.633
121.077,15.483,0,37.546
120.953,15.483,0,37.459
120.83,15.483,0,37.373
120.707,15.483,0,37.287
120.584,15.483,0,37.203
120.462,15.483,0,37.12
120.339,15.483,0,37.037
120.217,15.483,0,36.951
120.095,15.483,0,36.865
119.973,15.483,0,36.78
119.851,15.483,0,36.695
119.729,15.483,0,36.611
119.608,15.483,0,36.531
119.486,15.483,0,36.453
119.365,15.483,0,36.376
119.244,15.483,0,36.3
119.123,15.483,0,36.225
119.002,15.483,0,36.149
118.881,15.483,0,36.073
118.761,15.483,0,35.999
118.64,15.483,0,35.925
118.52,15.483,0,35.85
118.4,15.483,0,35.76
118.28,15.483,0,35.67
118.16,15.483,0,35.581
118.04,15.483,0,35.491
117.92,15.483,0,35.404
117.8,15.483,0,35.337
117.68,15.483,0,35.27
117.56,15.483,0,35.204
117.441,15.483,0,35.138
117.321,15.483,0,35.071
117.202,15.483,0,34.989
117.083,15.483,0,34.906
116.964,15.483,0,34.823
116.844,15.483,0,34.74
116.725,15.483,0,34.659
116.606,15.483,0,34.595
116.487,15.483,0,34.532
116.368,15.483,0,34.469
116.249,15.483,0,34.406
116.131,15.483,0,34.343
116.012,15.483,0,34.285
115.894,15.483,0,34.226
115.775,15.483,0,34.167
115.657,15.483,0,34.108
115.539,15.483,0,34.047
115.421,15.483,0,33.975
115.303,15.483,0,33.902
115.185,15.483,0,33.828
115.067,15.483,0,33.754
114.949,15.483,0,33.68
114.831,15.483,0,33.613
114.713,15.483,0,33.545
114.595,15.483,0,33.477
114.478,15.483,0,33.408
114.36,15.483,0,33.337
114.242,15.483,0,33.252
114.124,15.483,0,33.168
114.007,15.483,0,33.084
113.889,15.483,0,33
113.771,15.483,0,32.917
113.653,15.483,0,32.833
113.535,15.483,0,32.749
113.417,15.483,0,32.667
113.299,15.483,0,32.586
113.18,15.483,0,32.508
113.062,15.483,0,32.445
112.944,15.483,0,32.383
112.826,15.483,0,32.32
112.708,15.483,0,32.258
112.589,15.483,0,32.195
112.471,15.483,0,32.122
112.353,15.483,0,32.049
112.235,15.483,0,31.978
112.116,15.483,0,31.908
111.998,15.483,0,31.839
111.879,15.483,0,31.77
111.761,15.483,0,31.703
111.642,15.483,0,31.636
111.523,15.483,0,31.57
111.405,15.483,0,31.505
111.286,15.483,0,31.441
111.167,15.483,0,31.377
111.048,15.483,0,31.314
110.929,15.483,0,31.25
110.81,15.483,0,31.187
110.69,15.483,0,31.125
110.571,15.483,0,31.062
110.452,15.483,0,30.999
110.333,15.483,0,30.935
110.214,15.483,0,30.871
110.095,15.483,0,30.805
109.976,15.483,0,30.74
109.857,15.483,0,30.674
109.737,15.483,0,30.608
109.618,15.483,0,30.542
109.499,15.483,0,30.474
109.379,15.483,0,30.407
109.26,15.483,0,30.338
109.141,15.483,0,30.269
109.021,15.483,0,30.199
108.902,15.483,0,30.129
108.783,15.483,0,30.057
108.664,15.483,0,29.986
108.545,15.483,0,29.913
108.425,15.483,0,29.84
108.306,15.483,0,29.766
108.187,15.483,0,29.691
108.069,15.483,0,29.616
107.95,15.483,0,29.54
107.831,15.483,0,29.463
107.712,15.483,0,29.385
107.594,15.483,0,29.308
107.476,15.483,0,29.233
107.358,15.483,0,29.16
107.241,15.483,0,29.088
107.123,15.483,0,29.014
107.006,15.483,0,28.942
106.889,15.483,0,28.871
106.772,15.483,0,28.801
106.655,15.483,0,28.732
106.539,15.483,0,28.663
106.422,15.483,0,28.595
106.306,15.483,0,28.528
106.19,15.483,0,28.462
106.074,15.483,0,28.396
105.958,15.483,0,28.321
105.843,15.483,0,28.246
105.727,15.483,0,28.172
105.611,15.483,0,28.097
105.496,15.483,0,28.024
105.38,15.483,0,27.963
105.265,15.483,0,27.903
105.15,15.483,0,27.844
105.035,15.483,0,27.785
104.92,15.483,0,27.727
104.805,15.483,0,27.669
104.69,15.483,0,27.611
104.576,15.483,0,27.554
104.461,15.483,0,27.497
104.347,15.483,0,27.44
104.232,15.483,0,27.382
104.118,15.483,0,27.324
104.004,15.483,0,27.266
103.89,15.483,0,27.207
103.776,15.483,0,27.15
103.662,15.483,0,27.103
103.549,15.483,0,27.056
103.435,15.483,0,27.01
103.322,15.483,0,26.963
103.208,15.483,0,26.916
103.095,15.483,0,26.873
102.982,15.483,0,26.83
102.869,15.483,0,26.786
102.756,15.483,0,26.742
102.643,15.483,0,26.695
102.53,15.483,0,26.632
102.417,15.483,0,26.567
102.304,15.483,0,26.502
102.191,15.483,0,26.436
102.079,15.483,0,26.369
101.966,15.483,0,26.294
101.853,15.483,0,26.219
101.74,15.483,0,26.143
101.628,15.483,0,26.068
101.515,15.483,0,25.994
101.402,15.483,0,25.936
101.289,15.483,0,25.876
101.176,15.483,0,25.817
101.063,15.483,0,25.757
100.951,15.483,0,25.697
100.838,15.483,0,25.63
100.725,15.483,0,25.563
100.612,15.483,0,25.496
100.499,15.483,0,25.43
100.386,15.483,0,25.364
