Velocity,Mass,Thrust,Drag
-27.992,15.483,0,143.581
-28.195,15.483,0,146.627
-28.345,15.483,0,147.55
-28.443,15.483,0,149.022
-28.514,15.483,0,149.448
-28.555,15.483,0,150.37
-28.578,15.483,0,150.804
-28.586,15.483,0,151.26
-28.584,15.483,0,151.61
-28.574,15.483,0,151.87
-28.561,15.483,0,151.941
-28.541,15.483,0,152.227
-28.524,15.483,0,152.069
-28.505,15.483,0,152.114
-28.485,15.483,0,152.185
-28.462,15.483,0,152.308
-28.439,15.483,0,152.362
-28.42,15.483,0,152.084
-28.401,15.483,0,152.114
-28.38,15.483,0,152.189
-28.359,15.483,0,152.157
-28.339,15.483,0,152.161
-28.318,15.483,0,152.15
-28.296,15.483,0,152.239
-28.275,15.483,0,152.152
-28.254,15.483,0,152.215
-28.233,15.483,0,152.15
-28.213,15.483,0,152.147
-28.19,15.483,0,152.305
-28.166,15.483,0,152.357
-28.147,15.483,0,152.162
-28.127,15.483,0,152.139
-28.105,15.483,0,152.327
-28.086,15.483,0,152.112
-28.059,15.483,0,152.565
-28.043,15.483,0,152.041
-28.023,15.483,0,152.152
-28.005,15.483,0,152.104
-27.983,15.483,0,152.307
-27.965,15.483,0,152.079
-27.945,15.483,0,152.162
-27.926,15.483,0,152.146
-27.907,15.483,0,152.107
-27.888,15.483,0,152.125
-27.868,15.483,0,152.158
-27.847,15.483,0,152.192
-27.826,15.483,0,152.233
-27.806,15.483,0,152.143
-27.777,15.483,0,152.709
-27.749,15.483,0,152.724
-27.732,15.483,0,152.174
-27.716,15.483,0,152.011
-27.698,15.483,0,152.144
-27.679,15.483,0,152.133
-27.661,15.483,0,152.117
-27.642,15.483,0,152.114
-27.623,15.483,0,152.129
-27.602,15.483,0,152.198
-27.583,15.483,0,152.137
-27.564,15.483,0,152.135
-27.544,15.483,0,152.156
-27.523,15.483,0,152.23
-27.503,15.483,0,152.177
-27.484,15.483,0,152.128
-27.464,15.483,0,152.215
-27.443,15.483,0,152.286
-27.424,15.483,0,152.151
-27.406,15.483,0,152.099
-27.387,15.483,0,152.113
-27.368,15.483,0,152.147
-27.35,15.483,0,152.119
-27.33,15.483,0,152.174
-27.312,15.483,0,152.122
-27.291,15.483,0,152.229
-27.273,15.483,0,152.145
-27.255,15.483,0,152.104
-27.235,15.483,0,152.207
-27.217,15.483,0,152.132
-27.198,15.483,0,152.146
-27.179,15.483,0,152.186
-27.16,15.483,0,152.189
-27.139,15.483,0,152.29
-27.121,15.483,0,152.091
-27.103,15.483,0,152.137
-27.084,15.483,0,152.133
-27.063,15.483,0,152.251
-27.044,15.483,0,152.171
-27.024,15.483,0,152.261
-27.005,15.483,0,152.169
-26.986,15.483,0,152.189
-26.968,15.483,0,152.101
-26.948,15.483,0,152.277
-26.93,15.483,0,152.148
-26.909,15.483,0,152.306
-26.891,15.483,0,152.13
-26.874,15.483,0,152.088
-26.856,15.483,0,152.106
-26.838,15.483,0,152.164
-26.818,15.483,0,152.201
-26.8,15.483,0,152.182
-26.781,15.483,0,152.218
-26.762,15.483,0,152.181
-26.745,15.483,0,152.086
-26.728,15.483,0,152.099
-26.71,15.483,0,152.117
-26.686,15.483,0,152.544
-26.67,15.483,0,152.076
-26.652,15.483,0,152.182
-26.635,15.483,0,152.123
-26.619,15.483,0,152.086
-26.601,15.483,0,152.141
-26.584,15.483,0,152.09
-26.564,15.483,0,152.282
-26.547,15.483,0,152.172
-26.531,15.483,0,152.085
-26.513,15.483,0,152.147
-26.497,15.483,0,152.086
-26.479,15.483,0,152.144
-26.461,15.483,0,152.14
-26.442,15.483,0,152.265
-26.423,15.483,0,152.198
-26.405,15.483,0,152.171
-26.387,15.483,0,152.205
-26.367,15.483,0,152.275
-26.351,15.483,0,152.111
-26.334,15.483,0,152.1
-26.316,15.483,0,152.146
-26.294,15.483,0,152.409
-26.278,15.483,0,152.153
-26.261,15.483,0,152.107
-26.244,15.483,0,152.126
-26.228,15.483,0,152.094
-26.211,15.483,0,152.1
-26.193,15.483,0,152.159
-26.176,15.483,0,152.12
-26.159,15.483,0,152.109
-26.139,15.483,0,152.312
-26.122,15.483,0,152.16
-26.106,15.483,0,152.1
-26.088,15.483,0,152.2
-26.072,15.483,0,152.085
-26.056,15.483,0,152.092
-26.039,15.483,0,152.134
-26.022,15.483,0,152.101
-26.003,15.483,0,152.285
-25.987,15.483,0,152.1
-25.971,15.483,0,152.09
-25.954,15.483,0,152.104
-25.938,15.483,0,152.104
-25.922,15.483,0,152.103
-25.895,15.483,0,152.733
-25.883,15.483,0,151.98
-25.868,15.483,0,152.072
-25.85,15.483,0,152.247
-25.836,15.483,0,152.043
-25.82,15.483,0,152.158
-25.804,15.483,0,152.086
-25.788,15.483,0,152.101
-25.771,15.483,0,152.127
-25.751,15.483,0,152.334
-25.725,15.483,0,152.775
-25.712,15.483,0,152.064
-25.699,15.483,0,152.006
-25.684,15.483,0,152.048
-25.668,15.483,0,152.155
-25.65,15.483,0,152.201
-25.634,15.483,0,152.149
-25.617,15.483,0,152.191
-25.602,15.483,0,152.076
-25.586,15.483,0,152.123
-25.57,15.483,0,152.12
-25.554,15.483,0,152.1
-25.535,15.483,0,152.245
-25.52,15.483,0,152.079
-25.505,15.483,0,152.092
-25.488,15.483,0,152.141
-25.471,15.483,0,152.21
-25.455,15.483,0,152.084
-25.44,15.483,0,152.114
-25.424,15.483,0,152.092
-25.407,15.483,0,152.168
-25.391,15.483,0,152.138
-25.374,15.483,0,152.192
-25.359,15.483,0,152.115
-25.342,15.483,0,152.161
-25.326,15.483,0,152.208
-25.306,15.483,0,152.366
-25.281,15.483,0,152.794
-25.271,15.483,0,151.954
-25.259,15.483,0,152.001
-25.247,15.483,0,152.024
-25.229,15.483,0,152.266
-25.216,15.483,0,152.02
-25.202,15.483,0,152.059
-25.188,15.483,0,152.072
-25.173,15.483,0,152.089
-25.157,15.483,0,152.11
-25.142,15.483,0,152.112
-25.125,15.483,0,152.169
-25.108,15.483,0,152.217
-25.092,15.483,0,152.154
-25.076,15.483,0,152.116
-25.061,15.483,0,152.111
-25.039,15.483,0,152.482
-25.026,15.483,0,152.067
-25.01,15.483,0,152.174
-24.995,15.483,0,152.126
-24.981,15.483,0,152.074
-24.966,15.483,0,152.123
-24.949,15.483,0,152.189
-24.932,15.483,0,152.272
-24.918,15.483,0,152.059
-24.903,15.483,0,152.103
-24.885,15.483,0,152.305
-24.868,15.483,0,152.295
-24.855,15.483,0,152.039
-24.84,15.483,0,152.161
-24.826,15.483,0,152.115
-24.809,15.483,0,152.215
-24.795,15.483,0,152.113
-24.776,15.483,0,152.415
-24.764,15.483,0,152.004
-24.75,15.483,0,152.132
-24.736,15.483,0,152.048
-24.722,15.483,0,152.106
-24.707,15.483,0,152.141
-24.693,15.483,0,152.078
-24.676,15.483,0,152.256
-24.663,15.483,0,152.077
-24.648,15.483,0,152.115
-24.621,15.483,0,152.902
-24.608,15.483,0,152.182
-24.598,15.483,0,151.978
-24.587,15.483,0,151.989
-24.574,15.483,0,152.052
-24.561,15.483,0,152.09
-24.541,15.483,0,152.451
-24.529,15.483,0,152.017
-24.515,15.483,0,152.084
-24.497,15.483,0,152.362
-24.484,15.483,0,152.063
-24.471,15.483,0,152.059
-24.456,15.483,0,152.099
-24.44,15.483,0,152.201
-24.422,15.483,0,152.35
-24.41,15.483,0,152.039
-24.396,15.483,0,152.123
-24.381,15.483,0,152.115
-24.368,15.483,0,152.075
-24.35,15.483,0,152.341
-24.337,15.483,0,152.054
-24.322,15.483,0,152.145
-24.309,15.483,0,152.066
-24.291,15.483,0,152.325
-24.272,15.483,0,152.47
-24.243,15.483,0,153.149
-24.236,15.483,0,151.935
-24.219,15.483,0,152.472
-24.21,15.483,0,152.061
-24.198,15.483,0,152.13
-24.185,15.483,0,152.182
-24.171,15.483,0,152.241
-24.161,15.483,0,151.967
-24.148,15.483,0,152.104
-24.136,15.483,0,152.044
-24.123,15.483,0,152.074
-24.11,15.483,0,152.067
-24.095,15.483,0,152.179
-24.081,15.483,0,152.184
-24.066,15.483,0,152.167
-24.054,15.483,0,152.05
-24.041,15.483,0,152.069
-24.028,15.483,0,152.086
-24.014,15.483,0,152.086
-24.001,15.483,0,152.114
-23.986,15.483,0,152.155
-23.973,15.483,0,152.092
-23.957,15.483,0,152.254
-23.942,15.483,0,152.212
-23.928,15.483,0,152.101
-23.916,15.483,0,152.066
-23.902,15.483,0,152.084
-23.885,15.483,0,152.293
-23.872,15.483,0,152.087
-23.859,15.483,0,152.096
-23.845,15.483,0,152.139
-23.824,15.483,0,152.6
-23.812,15.483,0,152.072
-23.801,15.483,0,152.022
-23.786,15.483,0,152.241
-23.773,15.483,0,152.116
-23.76,15.483,0,152.121
-23.748,15.483,0,152.074
-23.734,15.483,0,152.157
-23.72,15.483,0,152.155
-23.707,15.483,0,152.099
-23.207,15.483,0,3605.779
-22.993,15.483,0,3455.278
-22.784,15.483,0,3392.035
-22.579,15.483,0,3330.571
-22.377,15.483,0,3270.819
-22.18,15.483,0,3212.716
-21.986,15.483,0,3156.201
-21.795,15.483,0,3101.217
-21.608,15.483,0,3047.709
-21.424,15.483,0,2995.625
-21.244,15.483,0,2944.914
-21.067,15.483,0,2895.529
-20.893,15.483,0,2847.424
-20.722,15.483,0,2800.557
-20.553,15.483,0,2754.892
-20.388,15.483,0,2710.379
-20.226,15.483,0,2666.981
-20.066,15.483,0,2624.661
-19.909,15.483,0,2583.383
-19.754,15.483,0,2543.113
-19.603,15.483,0,2503.819
-19.453,15.483,0,2465.469
-19.306,15.483,0,2428.034
-19.161,15.483,0,2391.483
-19.019,15.483,0,2355.791
-18.879,15.483,0,2320.929
-18.741,15.483,0,2286.873
-18.605,15.483,0,2253.598
-18.472,15.483,0,2221.079
-18.34,15.483,0,2189.295
-18.21,15.483,0,2158.223
-18.083,15.483,0,2127.842
-17.957,15.483,0,2098.131
-17.833,15.483,0,2069.072
-17.711,15.483,0,2040.645
-17.591,15.483,0,2012.832
-17.473,15.483,0,1985.616
-17.356,15.483,0,1958.978
-17.241,15.483,0,1932.904
-17.128,15.483,0,1907.378
-17.016,15.483,0,1882.383
-16.906,15.483,0,1857.906
-16.797,15.483,0,1833.932
-16.69,15.483,0,1810.448
-16.584,15.483,0,1787.439
-16.48,15.483,0,1764.895
-16.377,15.483,0,1742.801
-16.276,15.483,0,1721.147
-16.176,15.483,0,1699.92
-16.077,15.483,0,1679.109
-15.98,15.483,0,1658.704
-15.884,15.483,0,1638.695
-15.789,15.483,0,1619.07
-15.696,15.483,0,1599.82
-15.603,15.483,0,1580.936
-15.512,15.483,0,1562.408
-15.422,15.483,0,1544.228
-15.333,15.483,0,1526.387
-15.246,15.483,0,1508.876
-15.159,15.483,0,1491.688
-15.074,15.483,0,1474.814
-14.989,15.483,0,1458.247
-14.906,15.483,0,1441.98
-14.824,15.483,0,1425.997
-14.743,15.483,0,1410.283
-14.662,15.483,0,1394.849
-14.581,15.483,0,1379.646
-14.5,15.483,0,1364.443
-14.418,15.483,0,1349.243
-14.336,15.483,0,1334.047
-14.253,15.483,0,1318.854
-14.17,15.483,0,1303.665
-14.086,15.483,0,1288.479
-14.002,15.483,0,1273.298
-13.917,15.483,0,1258.12
-13.832,15.483,0,1242.946
-13.746,15.483,0,1227.777
-13.66,15.483,0,1212.611
-13.574,15.483,0,1197.45
-13.486,15.483,0,1182.293
-13.399,15.483,0,1167.141
-13.31,15.483,0,1151.994
-13.221,15.483,0,1136.851
-13.132,15.483,0,1121.714
-13.042,15.483,0,1106.581
-12.951,15.483,0,1091.454
-12.86,15.483,0,1076.332
-12.768,15.483,0,1061.216
-12.676,15.483,0,1046.106
-12.583,15.483,0,1031.001
-12.489,15.483,0,1015.903
-12.394,15.483,0,1000.811
-12.299,15.483,0,985.726
-12.203,15.483,0,970.647
-12.107,15.483,0,955.576
-12.01,15.483,0,940.511
-11.911,15.483,0,925.455
-11.813,15.483,0,910.406
-11.713,15.483,0,895.365
-11.613,15.483,0,880.331
-11.511,15.483,0,865.29
-11.409,15.483,0,850.267
-11.306,15.483,0,835.252
-11.202,15.483,0,820.247
-11.098,15.483,0,805.252
-10.992,15.483,0,790.267
-10.885,15.483,0,775.292
-10.778,15.483,0,760.329
-10.669,15.483,0,745.377
-10.559,15.483,0,730.438
-10.449,15.483,0,715.511
-10.337,15.483,0,700.597
-10.224,15.483,0,685.697
-10.11,15.483,0,670.812
-9.995,15.483,0,655.943
-9.878,15.483,0,641.09
-9.76,15.483,0,626.253
-9.642,15.483,0,611.4
-9.522,15.483,0,596.584
-9.401,15.483,0,581.849
-9.278,15.483,0,567.136
-9.155,15.483,0,552.449
-9.029,15.483,0,537.788
-8.902,15.483,0,523.157
-8.773,15.483,0,508.558
-8.643,15.483,0,493.992
-8.511,15.483,0,479.462
-8.377,15.483,0,464.975
-8.242,15.483,0,450.546
-8.104,15.483,0,436.18
-7.964,15.483,0,421.868
-7.823,15.483,0,407.614
-7.679,15.483,0,393.425
-7.532,15.483,0,379.309
-7.384,15.483,0,365.043
-7.233,15.483,0,350.81
-7.079,15.483,0,336.659
-6.924,15.483,0,322.585
-6.767,15.483,0,308.471
-6.61,15.483,0,294.537
-6.45,15.483,0,280.849
-6.284,15.483,0,267.428
-6.117,15.483,0,254.039
-5.952,15.483,0,240.489
-5.825,15.483,0,227.421
-5.657,15.483,0,217.919
-5.491,15.483,0,205.427
-5.355,15.483,0,193.759
-5.255,15.483,0,184.355
-5.155,15.483,0,177.295
-4.983,15.483,0,170.633
-4.929,15.483,0,163.958
-4.917,15.483,0,156.033
-4.859,15.483,0,155.422
-4.842,15.483,0,156.217
-4.847,15.483,0,151.309
-4.863,15.483,0,151.127
-4.821,15.483,0,155.745
-4.829,15.483,0,151.983
-4.855,15.483,0,151.992
-4.849,15.483,0,152.29
-4.817,15.483,0,154.27
-4.891,15.483,0,149.6
-4.832,15.483,0,156.206
-4.792,15.483,0,157.809
-4.804,15.483,0,150.721
-4.825,15.483,0,149.257
-4.847,15.483,0,149.743
-4.829,15.483,0,160.818
-4.826,15.483,0,154.609
-4.833,15.483,0,150.333
-4.84,15.483,0,150.355
-4.869,15.483,0,150.833
-4.797,15.483,0,159.162
-4.818,15.483,0,148.665
-4.835,15.483,0,149.534
-4.839,15.483,0,151.997
-4.847,15.483,0,150.786
-4.853,15.483,0,151.452
-4.844,15.483,0,153.099
-4.854,15.483,0,151.632
-4.841,15.483,0,152.853
-4.819,15.483,0,153.817
-4.831,15.483,0,151.854
-4.801,15.483,0,158.256
-4.761,15.483,0,157.434
-4.77,15.483,0,154.662
-4.795,15.483,0,149.802
-4.807,15.483,0,148.598
-4.813,15.483,0,151.625
-4.827,15.483,0,149.969
-4.832,15.483,0,151.138
-4.838,15.483,0,150.576
-4.861,15.483,0,151.018
-4.838,15.483,0,152.405
-4.859,15.483,0,151.132
-4.831,15.483,0,152.817
-4.8,15.483,0,154.915
-4.864,15.483,0,148.926
-4.829,15.483,0,152.796
-4.846,15.483,0,151.72
-4.844,15.483,0,151.813
-4.845,15.483,0,151.733
-4.789,15.483,0,157.412
-4.849,15.483,0,151.286
-4.833,15.483,0,152.389
-4.855,15.483,0,151.026
-4.823,15.483,0,152.92
-4.847,15.483,0,151.42
-4.805,15.483,0,153.963
-4.789,15.483,0,157.479
-4.806,15.483,0,149.545
-4.827,15.483,0,149.546
-4.855,15.483,0,150.833
-4.791,15.483,0,157.421
-4.829,15.483,0,148.788
-4.826,15.483,0,153.247
-4.834,15.483,0,151.388
-4.833,15.483,0,152.239
-4.83,15.483,0,153.121
-4.812,15.483,0,153.845
-4.801,15.483,0,156.663
-4.811,15.483,0,150.338
-4.814,15.483,0,152.709
-4.823,15.483,0,150.316
-4.83,15.483,0,150.96
-4.84,15.483,0,151.149
-4.832,15.483,0,152.034
-4.828,15.483,0,152.307
-4.799,15.483,0,154.088
-4.869,15.483,0,149.517
-4.769,15.483,0,156.66
-4.854,15.483,0,147.578
-4.815,15.483,0,153.412
-4.763,15.483,0,161.324
-4.789,15.483,0,148.922
-4.813,15.483,0,148.906
-4.829,15.483,0,150.663
-4.829,15.483,0,151.975
-4.789,15.483,0,159.343
-4.803,15.483,0,148.951
-4.814,15.483,0,150.385
-4.812,15.483,0,153.328
-4.815,15.483,0,151.466
-4.81,15.483,0,154.725
-4.813,15.483,0,152.542
-4.828,15.483,0,150.611
-4.827,15.483,0,153.103
